	transcript	start	end	role	BC	folder	each_role	index
2353	수도 있잖아요 엄마한테 상처를 줬다고	1360.887	1362.767	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	2950
2354	그렇죠	1361.127	1363.34	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	2951
2355	그래서	1361.487	1364.009	client	1	4	['ct', 'ct', 'ct', 'cs', 'ct']	2952
2356	어느 정도 거리를 두는 거죠	1366.649	1368.089	client	0	4	['ct', 'ct', 'ct', 'ct', 'ct']	2954
2357	음 어 오빠를 하하하	1367.689	1375.107	counselor	0	4	['ct', 'cs', 'cs', 'cs', 'cs']	2955
2358	오빠는 잘 모르겠어요 사람은	1374.207	1377.385	client	0	4	['cs', 'ct', 'ct', 'ct', 'ct']	2956
2359	적당한 거리를 두고 엄마를 위해서	1380.825	1382.865	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	2957
2360	네	1381.105	1388.673	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	2958
2361	이제 그렇게 생각을 하고 이제	1386.936	1389.176	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	2959
2362	네	1387.216	1389.233	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	2960
2363	독립을	1387.616	1389.694	counselor	0	4	['cs', 'cs', 'cs', 'ct', 'cs']	2961
2364	가족이라고	1388.016	1389.8	client	0	4	['cs', 'cs', 'ct', 'cs', 'ct']	2962
2365	네	1388.656	1390.254	counselor	0	4	['cs', 'ct', 'cs', 'ct', 'cs']	2963
2366	다 이해할 필요는 없으니까 제가	1397.672	1399.472	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	2964
2367	이해하면서 으 생활하지는 않아도 되죠	1402.461	1405.926	counselor	3	4	['cs', 'cs', 'cs', 'cs', 'cs']	2965
2368	그렇죠	1403.682	1406.62	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	2966
2369	오빠 는 어떻게 느껴지세요 마음에서는	1411.975	1417.029	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	2967
2370	좀 불편해서	1413.578	1419.092	client	1	4	['cs', 'cs', 'cs', 'ct', 'ct']	2968
2371	음	1413.978	1418.971	counselor	0	4	['cs', 'cs', 'ct', 'ct', 'cs']	2969
2372	같이 있을 때 편안하진 않아요	1420.092	1421.772	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2970
2373	위해서 같이 밥을 먹는 거지	1423.468	1424.988	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2972
2374	같이 밥만 먹어도 불편해요	1424.804	1427.659	client	1	4	['cs', 'ct', 'ct', 'ct', 'ct']	2974
2375	음	1425.379	1428.091	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	2975
2376	같이 보통 밥을 먹지 않아서	1433.795	1435.675	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2976
2377	때는 같이 먹고 그냥 불편하고	1436.85	1441.195	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2978
2378	음	1437.25	1441.905	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	2979
2379	사람은 참 특이해라고 생각하는 사람이에요	1445.699	1448.219	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2980
2380	잘 모르겠어요	1447.139	1449.439	client	1	4	['ct', 'ct', 'cs', 'ct', 'ct']	2982
2381	성격을	1448.111	1450.159	client	0	4	['cs', 'ct', 'ct', 'cs', 'ct']	2984
2382	오빠가 좀 특이하다 좀 이상하다	1451.272	1454.431	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	2985
2383	이상하다고 많이 느껴져요	1453.131	1455.531	client	0	4	['cs', 'cs', 'ct', 'ct', 'ct']	2986
2384	아까도 조금 전에도 이상한 사람이	1455.939	1458.379	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	2987
2385	약간 특이하다	1456.779	1459.225	client	1	4	['cs', 'cs', 'cs', 'ct', 'ct']	2988
2386	음	1457.219	1459.65	counselor	0	4	['cs', 'cs', 'ct', 'ct', 'cs']	2989
2387	뭔가 나쁘다기보다는	1457.985	1461.157	client	1	4	['ct', 'ct', 'cs', 'ct', 'ct']	2990
2388	네	1458.265	1461.308	counselor	0	4	['ct', 'cs', 'ct', 'ct', 'cs']	2991
2389	보기에는 엄마도 걱정을 하시는 부분인데	1465.32	1468.16	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2992
2390	사회성이 부족한	1467.04	1469.644	client	1	4	['ct', 'ct', 'cs', 'ct', 'ct']	2994
2391	좀 사회성이 부족한 느낌이 있어요	1475.088	1477.248	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2996
2392	네	1475.408	1478.552	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	2997
2393	하기 위한 그런 걸 하잖아요	1484.477	1486.117	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	2998
2394	네	1484.717	1486.808	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	2999
2395	오빠는 그게 잘 되지 않고	1486.639	1488.159	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3000
2396	자기 기분대로 행동할 때도 있고	1489.576	1491.696	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3002
2397	음	1489.856	1492.57	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3003
2398	식으로 하거나 그런 행동도 하고	1502.068	1503.908	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3004
2399	음	1502.548	1505.242	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3005
2400	보면 엄마랑 저한테는 애정이 있어요	1507.582	1510.062	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3006
2401	싫어하지는 않아요	1509.142	1511.439	client	1	4	['ct', 'ct', 'cs', 'ct', 'ct']	3008
2402	신경을 쓰면서 얘기하잖아요 보통 사람은	1518.973	1521.735	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3010
2403	네	1519.373	1521.906	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3011
2404	저는 좀 과하게 신경 쓰고	1526.755	1528.275	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3012
2405	으음	1526.955	1529.127	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3013
2406	하는 게 중요한 게 아니라	1538.644	1540.004	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3014
2407	으음	1538.884	1540.812	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3015
2408	도와줘야겠다 자기 얘기만 하는 느낌	1541.373	1544.065	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3016
2409	음	1542.665	1545.472	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3017
2410	있어요 본인 할 말만 하고	1548.419	1550.034	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3018
2411	음	1548.774	1551.921	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3019
2412	좀 문제가 있어서 저런 사람인가	1559.62	1561.54	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3020
2413	음	1559.94	1562.491	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3021
2414	자폐증 많이 나오잖아요 요즘 자폐	1564.758	1566.948	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3022
2415	그렇죠	1565.358	1567.267	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3023
2416	연장선인가 아스퍼거 증후군인가 이런 생각도	1566.948	1570.425	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3024
2417	음	1567.905	1570.634	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3025
2418	했었어요	1569.025	1570.745	client	1	4	['ct', 'ct', 'ct', 'cs', 'ct']	3026
2419	찾아보고 막	1569.794	1572.779	client	1	4	['cs', 'ct', 'cs', 'ct', 'ct']	3028
2420	약간 보통 사람이랑 좀 다르다	1572.779	1575.539	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3030
2421	음	1573.819	1577.567	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3031
2422	교우관계나 학교에서도 그랬던 것 같고	1581.54	1584.1	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3032
2423	네	1582.74	1584.618	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3033
2424	거의 별로 없고 좀 특이했었어요	1585.144	1590.304	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3034
2425	좀 어차피 깊이 이해하지는 못하고	1594.454	1597.454	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3036
2426	어떤 시험을 준비하고 있긴 하지만	1607.408	1609.408	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3038
2427	음	1607.608	1610.03	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3039
2428	경제활동을 딱히 하고 있지는 않으니까	1609.453	1611.873	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3040
2429	음	1610.113	1612.588	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3041
2430	좀 걱정을 하시는 것 같아요	1612.631	1615.071	client	0	4	['ct', 'ct', 'ct', 'ct', 'ct']	3042
2431	말씀하시고 또 행동도 충동적으로 하시는	1624.828	1627.545	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	3043
2432	대인관계가 원만하지 않다 생각을 하셔서	1629.265	1632.281	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	3045
2433	네	1630.345	1632.909	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	3046
2434	자폐가 아닌가 아스퍼거가 아닌가 라는	1632.473	1635.262	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3047
2435	좀 저는 전문가가 아니니까 그냥	1635.72	1637.93	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3048
2436	혼자 일반적인 추측일	1637.27	1639.21	client	1	4	['ct', 'cs', 'ct', 'ct', 'ct']	3050
2437	사실은 진짜로 진단을 받아야 하는데	1639.73	1642.17	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3052
2438	으음	1640.45	1643.251	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3053
2439	이런 얘기를 하고 싶지는 않아요	1644.003	1645.443	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3054
2440	삶에 많이 개입하고 싶지 않아요	1647.784	1649.624	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3056
2441	음	1648.144	1650.568	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3057
2442	데려가고 하는 건 엄마의 일이지	1655.44	1657.24	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3058
2443	음	1655.76	1658.094	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3059
2444	이 정도는 해줄 수 있지만	1665.112	1667.032	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3060
2445	의무가 있는 것도 아니라고 생각해서	1668.832	1670.992	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3062
2446	사랑은 오빠의 삶이죠 저는 뭐	1672.64	1676.131	client	0	4	['ct', 'ct', 'ct', 'ct', 'ct']	3064
2447	대상으로 느껴지는 것보다는 엄마의 아들로	1680.418	1683.817	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3065
2448	엄마의 아들 엄마한테는 소중한 아들이니까	1683.292	1687.492	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3066
2449	저는 이것도 나쁘지는 않다고 생각해요	1687.441	1689.621	client	0	4	['ct', 'ct', 'ct', 'ct', 'ct']	3068
2450	편하겠다 이렇게 생각을 많이 하셨군요	1708.137	1710.941	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	3069
2451	네	1709.101	1711.523	client	2	4	['cs', 'cs', 'cs', 'cs', 'ct']	3070
2452	내에서 어려운 부분이 많이 있으셨어요	1714.943	1717.903	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3071
2453	네 그런 것 같아요	1716.503	1719.438	client	0	4	['cs', 'ct', 'ct', 'ct', 'ct']	3072
2454	사람을 잘 믿지 않는다 어	1723.663	1726.303	counselor	3	4	['cs', 'cs', 'cs', 'cs', 'cs']	3073
2455	그렇죠	1723.943	1727.801	client	2	4	['cs', 'cs', 'cs', 'cs', 'ct']	3074
2456	네	1724.143	1728.15	counselor	0	4	['cs', 'cs', 'cs', 'ct', 'cs']	3075
2457	사랑은 변하니까 또	1727.281	1730.868	client	3	4	['ct', 'cs', 'ct', 'ct', 'ct']	3076
2458	지지를 해주거나 그런 게 아니라	1746.778	1749.764	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	3077
2459	네	1747.338	1750.56	client	1	4	['cs', 'cs', 'cs', 'cs', 'ct']	3078
2460	이렇게 말씀을 많이 하셨다 보니	1754.882	1756.962	counselor	1	4	['cs', 'cs', 'cs', 'cs', 'cs']	3079
2461	네	1755.162	1757.336	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	3080
2462	내가 괜히 민감해서 그렇구나 아	1757.902	1760.911	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3081
2463	그래서 딱히	1758.462	1761.573	client	0	4	['cs', 'cs', 'cs', 'ct', 'ct']	3082
2464	이렇게	1759.191	1761.391	counselor	0	4	['cs', 'cs', 'ct', 'ct', 'cs']	3083
2465	의지를 하지 않고 엄마한테는	1760.911	1763.373	client	1	4	['cs', 'ct', 'ct', 'ct', 'ct']	3084
2466	제가 예전에 작년에는 아르바이트만 하다가	1763.802	1766.682	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3086
2467	알바비가 채불돼서 알바비율을 안 줘가지고	1768.034	1771.754	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3088
2468	네	1768.434	1772.293	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3089
2469	못 내게 된 상황이 있었어요	1774.06	1775.9	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3090
2470	적은 있어도 애인이 빌려주겠다고 해서	1785.071	1787.488	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3092
2471	네	1785.431	1787.873	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3093
2472	그런 얘기를 아예 알리지 않았어요	1792.469	1794.229	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3094
2473	그렇게 의지하고 싶지 않기도 하고	1799.835	1802.755	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3096
2474	하면 좀 더 서운해하세요 내가	1812.163	1813.878	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3098
2475	왜 나한테 기대질 않니 저는	1814.718	1816.974	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3100
2476	이대로 지내줘도 되지 라고 생각했거든요	1826.797	1829.637	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3102
2477	네	1827.157	1830.169	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3103
2478	하자 불만을 표한 것도 아니고	1833.923	1835.883	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3104
2479	음	1834.243	1836.646	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3105
2480	제가 알아서 해야 되는 거고	1839.63	1841.27	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3106
2481	음	1839.83	1841.372	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3107
2482	또 도와줄 것 같아요 저는	1845.253	1846.933	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3108
2483	음	1845.373	1847.415	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3109
2484	제가 굳이 받고 싶지는 않은	1847.564	1849.884	client	2	4	['ct', 'ct', 'ct', 'ct', 'ct']	3110
2485	음	1848.044	1850.376	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3111
2486	그런 느낌으로	1848.764	1850.924	client	0	4	['ct', 'ct', 'cs', 'ct', 'ct']	3112
2487	때 엄마한테 어 기대하지 않는다	1854.664	1859.429	counselor	3	4	['cs', 'cs', 'cs', 'cs', 'cs']	3113
2488	힘들면 엄마한테 많이 이제의지도 하고	1863.459	1866.122	counselor	3	4	['cs', 'cs', 'cs', 'cs', 'cs']	3115
2489	그쵸	1864.039	1866.543	client	1	4	['cs', 'cs', 'cs', 'cs', 'ct']	3116
2490	않는 마음은 어 어떤 마음일까요	1868.998	1872.477	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3117
2491	정말 그냥 의지하지 않으려는 마음	1875.925	1878.085	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3118
2492	사람이 아니야 라는 그런 느낌인	1884.639	1886.799	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3120
2493	음	1885.119	1887.085	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3121
2494	것 같아요	1885.639	1887.679	client	1	4	['ct', 'ct', 'cs', 'ct', 'ct']	3122
2495	있다는 걸 아예 모르시게 그냥	1893.266	1895.586	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3124
2496	연애 끊고 이럴 수는 없으니까	1901.34	1903.14	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3126
2497	음	1901.58	1903.664	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3127
2498	정도 적당한 관계라고 생각해요 적당한	1904.127	1906.967	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3128
2499	음	1904.767	1907.76	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3129
2500	관계	1905.287	1907.687	client	0	4	['ct', 'ct', 'ct', 'cs', 'ct']	3130
2501	엄마가 그것을 이제 온전히 수용하거나	1913.546	1916.299	counselor	2	4	['cs', 'cs', 'cs', 'cs', 'cs']	3131
2502	이렇게 해주지 않을 거라는	1916.704	1918.547	counselor	0	4	['ct', 'cs', 'cs', 'cs', 'cs']	3133
2503	그것 때문일까요	1917.027	1919.963	client	1	4	['cs', 'cs', 'cs', 'ct', 'ct']	3134
2504	네 그렇게 단정을 하시는 부분이	1919.426	1922.054	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3135
2505	그런가	1920.227	1922.36	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	3136
2506	있으시네요	1920.574	1922.894	counselor	0	4	['cs', 'cs', 'cs', 'ct', 'cs']	3137
2507	해줘도 이제는 불편할 것 같아요	1924.006	1926.086	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3138
2508	그러니까 뭔가 부담스러울 것 같아요	1926.73	1928.69	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3140
2509	해주지 부담스러울 것 같아요 사실은	1931.144	1933.624	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3142
2510	제 힘든 걸 알면 부담스러워요	1934.25	1936.85	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3144
2511	결국은 혼자라고 생각하고 있기 때문에	1955.769	1957.929	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3146
2512	으음	1956.329	1958.568	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3147
2513	안 받아도 될 것 같고	1967.138	1968.578	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3148
2514	나름 정리를 한 거니까 이제	1972.558	1974.358	client	3	4	['ct', 'ct', 'ct', 'ct', 'ct']	3150
2515	네	1972.918	1974.732	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3151
2516	저는 황당해할 것 같아요 약간	1990.229	1992.989	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3152
2517	음	1991.189	1993.793	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3153
2518	왜 그래 약간 이런 느낌	1994.58	1995.98	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3154
2519	음	1994.7	1996.839	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3155
2520	몰라 이렇게 돼 버릴까 봐	1998.976	2000.696	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3156
2521	음	1999.616	2001.482	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3157
2522	하면 또 그냥 약해져요 마음이	2003.783	2005.703	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3158
2523	음	2004.143	2006.774	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3159
2524	돌아가시면 제가 또 얼마나 후회하겠어요	2020.135	2022.175	client	0	4	['ct', 'ct', 'ct', 'ct', 'ct']	3160
2525	정연님은 엄마한테 여러 마음이 있으시네요	2023.396	2026.396	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3161
2526	네	2024.036	2026.653	client	1	4	['cs', 'cs', 'cs', 'cs', 'ct']	3162
2527	네	2024.596	2027.201	counselor	0	4	['cs', 'cs', 'cs', 'ct', 'cs']	3163
2528	여러 마음이	2025.276	2027.293	client	0	4	['cs', 'ct', 'cs', 'ct', 'ct']	3164
2529	나한테	2025.853	2027.642	counselor	0	4	['ct', 'cs', 'ct', 'ct', 'cs']	3165
2530	있는	2026.361	2027.653	client	0	4	['cs', 'ct', 'ct', 'cs', 'ct']	3166
2531	다가오면	2026.653	2028.682	counselor	0	4	['ct', 'ct', 'cs', 'ct', 'cs']	3167
2532	거 같아요	2027.282	2028.293	client	0	4	['cs', 'ct', 'cs', 'ct', 'ct']	3168
2533	좀 불편하고	2027.642	2030.691	counselor	0	4	['cs', 'ct', 'ct', 'cs', 'cs']	3169
2534	부담스러우고	2027.653	2030.196	client	0	4	['ct', 'ct', 'cs', 'cs', 'ct']	3170
2535	적당한 거리를 두고 그렇게 관계를	2031.472	2035.468	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3171
2536	시간 모레 일해야겠는데요 시간을 보내라고	2035.047	2038.574	client	0	4	['ct', 'ct', 'ct', 'ct', 'ct']	3172
2537	아 시간은 제가	2037.374	2039.657	counselor	1	4	['ct', 'ct', 'cs', 'cs', 'cs']	3173
2538	볼게요	2038.617	2039.977	counselor	1	4	['cs', 'cs', 'ct', 'ct', 'cs']	3175
2539	편하게 정연님 이야기 하셔도 돼요	2041.99	2045.053	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3177
2540	네	2042.793	2045.033	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	3178
2541	잘해주면 불편한데 엄마가 힘들면 때로는	2049.924	2054.069	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3179
2542	네	2050.631	2054.229	client	0	4	['cs', 'cs', 'cs', 'cs', 'ct']	3180
2543	되지 이런 마음도 갖고 계시지만	2061.528	2064.322	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3181
2544	그러면 또 약해져요	2063.242	2065.765	client	0	4	['cs', 'cs', 'ct', 'ct', 'ct']	3182
2545	또 한편으로는	2064.125	2066.538	counselor	0	4	['ct', 'ct', 'ct', 'cs', 'cs']	3183
2546	또 내가 해줘야	2065.098	2066.579	client	0	4	['cs', 'cs', 'ct', 'ct', 'ct']	3184
2547	엄마에	2065.698	2067.032	counselor	0	4	['cs', 'ct', 'ct', 'ct', 'cs']	3185
2548	될 거	2065.979	2067.379	client	0	4	['ct', 'ct', 'cs', 'ct', 'ct']	3186
2549	대해서 굉장히	2066.552	2068.192	counselor	3	4	['cs', 'ct', 'ct', 'cs', 'cs']	3187
2550	애잔한 마음이 있으셔서	2067.752	2069.911	counselor	0	4	['cs', 'ct', 'cs', 'cs', 'cs']	3189
2551	네 안타까우니	2068.071	2070.364	client	0	4	['cs', 'cs', 'cs', 'ct', 'ct']	3190
2552	엄마한테 여러 마음이 좀 있으세요	2070.198	2072.718	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3191
2553	엄청 복잡한 거 같아요	2071.718	2074.48	client	1	4	['cs', 'ct', 'ct', 'ct', 'ct']	3192
2554	네 음	2073.28	2076.785	counselor	3	4	['ct', 'ct', 'ct', 'cs', 'cs']	3193
2555	맞아요	2073.64	2076.987	client	0	4	['ct', 'ct', 'cs', 'cs', 'ct']	3194
2556	하지만 정말로 속마음을 다 꺼내놓거나	2086.092	2089.254	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3195
2557	네	2087.054	2089.79	client	1	4	['cs', 'cs', 'cs', 'cs', 'ct']	3196
2558	네	2087.614	2090.427	counselor	0	4	['cs', 'cs', 'cs', 'ct', 'cs']	3197
2559	그러기는 좀 어려운	2089.43	2091.39	client	1	4	['ct', 'cs', 'ct', 'ct', 'ct']	3198
2560	사람은 언젠간 날 떠날 거야	2091.908	2093.776	counselor	0	4	['cs', 'cs', 'cs', 'cs', 'cs']	3199
2561	그렇죠	2092.268	2094.728	client	1	4	['cs', 'cs', 'cs', 'cs', 'ct']	3200
2562	네 사람은 혼자니까	2093.216	2097.84	counselor	0	4	['cs', 'ct', 'cs', 'cs', 'cs']	3201
2563	변하니까 사람도	2094.402	2099.551	client	1	4	['cs', 'cs', 'cs', 'ct', 'ct']	3202
2564	그 사람들이 나빠서가 아니라 그냥	2100.378	2102.224	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3204
2565	자체가 그런 존재라는 생각을 해서	2102.704	2104.904	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3206
2566	음	2103.184	2105.985	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3207
2567	저도 누군가한테 그런 존재겠죠	2104.785	2107.109	client	1	4	['cs', 'ct', 'ct', 'ct', 'ct']	3208
2568	엄마는 그에 비하면 너무 단순하시고	2114.128	2116.388	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3210
2569	음	2114.468	2117.519	counselor	0	4	['ct', 'ct', 'ct', 'ct', 'cs']	3211
2570	계신 거 같아요 깊은 부분은	2121.997	2123.829	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3212
2571	그냥 묻어두고 그래도	2123.029	2125.504	client	1	4	['ct', 'cs', 'ct', 'ct', 'ct']	3214
2572	있어 이렇게 생각하려고 하는 느낌	2129.825	2131.944	client	1	4	['ct', 'ct', 'ct', 'ct', 'ct']	3216
